1160;Torttupohja, sokeriton;FI
1161;Marjapiirakka, pullapohja, kevytmaito;FI
1162;Marjapiirakka, pullapohja, rasvaton maito;FI
1163;Marjapiirakka, pullapohja, t%ae%ysmaito;FI
1164;Hillopiirakka, pullapohja, kevytmaito;FI
1165;Hillopiirakka, pullapohja, rasvaton maito;FI
1170;Omenapiirakka, pullapohja, kevytmaito;FI
1173;Rahkapiirakka, pullapohja, kevytmaito;FI
1179;Marjapiirakka, muropohja;FI
1180;Marjapiirakka, muropohja, kermaviilit%ae%yte;FI
1181;Hillopiirakka, muropohja;FI
1182;Raparperipiirakka, muropohja;FI
1183;Omenapiirakka, muropohja;FI
1184;Rahkapiirakka, muropohja;FI
1185;Omena-rahkapiirakka, muropohja;FI
1193;K%ae%%ae%retortun/t%ae%ytekakun pohja, sokeriton;FI
1202;Kuivakakku, toscakakku;FI
1204;T%ae%ytekakku, marja-kermakakku;FI
1206;T%ae%ytekakku, kinuski-kermakakku;FI
1207;T%ae%ytekakku, kreemit%ae%ytekakku;FI
1208;T%ae%ytekakku, hedelm%ae%-kermakakku, liivatekuorrutus;FI
1218;Porkkanapiirakka, voitaikina;FI
1220;Sienipiirakka, voitaikina;FI
1221;Kasvispiirakka, kasviksia, juustoa, muropohja;FI
1223;Ohukainen, kevytmaito;FI
1228;Blini, kevytmaito, ohrajauho;FI
1231;Pannukakku, kevytmaito;FI
1239;Maitokastike, valkokastike, kevytmaito, rasva-jauhosuurus;FI
1242;Maitokastike, valkokastike, kevytmaito, jauhosuurus;FI
1243;Vaalea kastike, lihaliemi, jauhosuurus;FI
1244;Ruskea kastike, rasva-jauhosuurus;FI
1245;Paistinkastike, kerma;FI
1246;Hollandaisekastike, rasva, keltuainen, vehn%ae%jauho;FI
1247;Munakastike, kevytmaito, rasva-jauhosuurus;FI
1253;Vanukas, luumuvanukas;FI
1258;K%oe%yh%ae%t ritarit, kevytmaito, ei kermaa, ei hilloa;FI
1262;Pappilan h%ae%t%ae%vara, kermaa, hilloa, pikkuleip%ae%%ae%;FI
1265;Grahamvelli, maito, suolaa;FI
1266;Grahampuuro, vesi, suolaa;FI
1268;Graham-marjapuuro, vesi, puolukka, sokeri, suola;FI
1269;Sekaleip%ae%, grahamleip%ae%, kevytmaito, grahamjauho;FI
1270;Sekaleip%ae%, grahams%ae%mpyl%ae%, kevytmaito, graham-, vehn%ae%jauho;FI
1276;Mannavelli, maito, suolaa;FI
1277;Mannapuuro, maito, suolaa;FI
1278;Mannapuuro, vispipuuro, puolukka;FI
1279;Mannapuuro, vispipuuro, puolukka, sokeriton, suolaa;FI
1280;Mannapuuro, vispipuuro, aprikoosi, sokeria, suolaton;FI
1281;Mannapuuro, maito, kaakaojauhe, sokeria, suolaton;FI
